run,device,bypass_page_cache,device_size,page_size,size,time
37,/dev/sda,true,1000204886016,4096,104857600,279.345769
38,/dev/sda,true,1000204886016,4096,104857600,279.515546
39,/dev/sda,true,1000204886016,4096,104857600,279.670997
40,/dev/sda,true,1000204886016,4096,104857600,280.792086
41,/dev/sda,true,1000204886016,4096,104857600,279.970137
42,/dev/sda,true,1000204886016,4096,104857600,279.566733
43,/dev/sda,true,1000204886016,4096,104857600,279.596889
44,/dev/sda,true,1000204886016,4096,104857600,279.976189
45,/dev/sda,true,1000204886016,4096,104857600,279.512361
46,/dev/sda,true,1000204886016,4096,104857600,279.495559
47,/dev/sda,true,1000204886016,4096,104857600,279.655719
48,/dev/sda,true,1000204886016,4096,104857600,279.749765
49,/dev/sda,true,1000204886016,4096,104857600,279.603191
50,/dev/sda,true,1000204886016,4096,104857600,279.097895
51,/dev/sda,true,1000204886016,4096,104857600,279.637225
52,/dev/sda,true,1000204886016,4096,104857600,280.056830
53,/dev/sda,true,1000204886016,4096,104857600,279.135747
54,/dev/sda,true,1000204886016,4096,104857600,280.005544
55,/dev/sda,true,1000204886016,4096,104857600,279.985396
56,/dev/sda,true,1000204886016,4096,104857600,280.216349
57,/dev/sda,true,1000204886016,4096,104857600,279.152578
58,/dev/sda,true,1000204886016,4096,104857600,279.678742
59,/dev/sda,true,1000204886016,4096,104857600,279.225745
60,/dev/sda,true,1000204886016,4096,104857600,278.722483
61,/dev/sda,true,1000204886016,4096,104857600,279.625183
62,/dev/sda,true,1000204886016,4096,104857600,279.818223
63,/dev/sda,true,1000204886016,4096,104857600,280.362672
64,/dev/sda,true,1000204886016,4096,104857600,279.924402
65,/dev/sda,true,1000204886016,4096,104857600,280.656302
66,/dev/sda,true,1000204886016,4096,104857600,280.329550
67,/dev/sda,true,1000204886016,4096,104857600,280.370998
68,/dev/sda,true,1000204886016,4096,104857600,282.120412
69,/dev/sda,true,1000204886016,4096,104857600,281.291301
70,/dev/sda,true,1000204886016,4096,104857600,279.419328
71,/dev/sda,true,1000204886016,4096,104857600,280.298172
72,/dev/sda,true,1000204886016,4096,104857600,280.489490
73,/dev/sda,true,1000204886016,4096,104857600,280.691829
74,/dev/sda,true,1000204886016,4096,104857600,280.593955
75,/dev/sda,true,1000204886016,4096,104857600,280.803669
76,/dev/sda,true,1000204886016,4096,104857600,280.937669
77,/dev/sda,true,1000204886016,4096,104857600,279.713357
78,/dev/sda,true,1000204886016,4096,104857600,279.615485
79,/dev/sda,true,1000204886016,4096,104857600,279.182925
80,/dev/sda,true,1000204886016,4096,104857600,280.680798
81,/dev/sda,true,1000204886016,4096,104857600,280.403389
82,/dev/sda,true,1000204886016,4096,104857600,280.211099
83,/dev/sda,true,1000204886016,4096,104857600,280.684876
84,/dev/sda,true,1000204886016,4096,104857600,280.507704
85,/dev/sda,true,1000204886016,4096,104857600,280.399632
86,/dev/sda,true,1000204886016,4096,104857600,280.441741
87,/dev/sda,true,1000204886016,4096,104857600,280.980499
88,/dev/sda,true,1000204886016,4096,104857600,280.861587
89,/dev/sda,true,1000204886016,4096,104857600,280.921138
90,/dev/sda,true,1000204886016,4096,104857600,280.590629
91,/dev/sda,true,1000204886016,4096,104857600,281.152682
92,/dev/sda,true,1000204886016,4096,104857600,280.526881
93,/dev/sda,true,1000204886016,4096,104857600,280.372552
94,/dev/sda,true,1000204886016,4096,104857600,280.750299
95,/dev/sda,true,1000204886016,4096,104857600,280.916560
96,/dev/sda,true,1000204886016,4096,104857600,280.301329
97,/dev/sda,true,1000204886016,4096,104857600,280.269860
98,/dev/sda,true,1000204886016,4096,104857600,281.386760
99,/dev/sda,true,1000204886016,4096,104857600,280.582094
0,/dev/sda,true,1000204886016,4096,1073741824,2869.105462
1,/dev/sda,true,1000204886016,4096,1073741824,2869.597445
2,/dev/sda,true,1000204886016,4096,1073741824,2871.049595
3,/dev/sda,true,1000204886016,4096,1073741824,2869.402115
4,/dev/sda,true,1000204886016,4096,1073741824,2873.698858
5,/dev/sda,true,1000204886016,4096,1073741824,2875.794602
6,/dev/sda,true,1000204886016,4096,1073741824,2872.069973
7,/dev/sda,true,1000204886016,4096,1073741824,2869.081543
8,/dev/sda,true,1000204886016,4096,1073741824,2871.209187
9,/dev/sda,true,1000204886016,4096,1073741824,2875.745648
10,/dev/sda,true,1000204886016,4096,1073741824,2870.861770
11,/dev/sda,true,1000204886016,4096,1073741824,2867.218575
12,/dev/sda,true,1000204886016,4096,1073741824,2867.286304
13,/dev/sda,true,1000204886016,4096,1073741824,2864.386699
14,/dev/sda,true,1000204886016,4096,1073741824,2874.467446
15,/dev/sda,true,1000204886016,4096,1073741824,2873.257013
16,/dev/sda,true,1000204886016,4096,1073741824,2873.513113
17,/dev/sda,true,1000204886016,4096,1073741824,2873.690322
18,/dev/sda,true,1000204886016,4096,1073741824,2873.783439
19,/dev/sda,true,1000204886016,4096,1073741824,2874.561843
20,/dev/sda,true,1000204886016,4096,1073741824,2871.778689
21,/dev/sda,true,1000204886016,4096,1073741824,2874.817064
22,/dev/sda,true,1000204886016,4096,1073741824,2871.052782
23,/dev/sda,true,1000204886016,4096,1073741824,2869.660669
24,/dev/sda,true,1000204886016,4096,1073741824,2881.473498
25,/dev/sda,true,1000204886016,4096,1073741824,2865.886099
26,/dev/sda,true,1000204886016,4096,1073741824,2871.358392
27,/dev/sda,true,1000204886016,4096,1073741824,2878.227849
28,/dev/sda,true,1000204886016,4096,1073741824,2873.591825
29,/dev/sda,true,1000204886016,4096,1073741824,2865.905353
30,/dev/sda,true,1000204886016,4096,1073741824,2868.380697
31,/dev/sda,true,1000204886016,4096,1073741824,2870.458658
32,/dev/sda,true,1000204886016,4096,1073741824,2869.234258
33,/dev/sda,true,1000204886016,4096,1073741824,2877.731952
34,/dev/sda,true,1000204886016,4096,1073741824,2866.436707
35,/dev/sda,true,1000204886016,4096,1073741824,2873.108504
36,/dev/sda,true,1000204886016,4096,1073741824,2879.632896
37,/dev/sda,true,1000204886016,4096,1073741824,2874.107958
38,/dev/sda,true,1000204886016,4096,1073741824,2870.617117
39,/dev/sda,true,1000204886016,4096,1073741824,2867.420867
40,/dev/sda,true,1000204886016,4096,1073741824,2871.789175
41,/dev/sda,true,1000204886016,4096,1073741824,2868.559622
42,/dev/sda,true,1000204886016,4096,1073741824,2877.511737
43,/dev/sda,true,1000204886016,4096,1073741824,2876.118751
44,/dev/sda,true,1000204886016,4096,1073741824,2872.807858
45,/dev/sda,true,1000204886016,4096,1073741824,2875.708427
46,/dev/sda,true,1000204886016,4096,1073741824,2873.087594
47,/dev/sda,true,1000204886016,4096,1073741824,2885.543687
48,/dev/sda,true,1000204886016,4096,1073741824,2869.664472
49,/dev/sda,true,1000204886016,4096,1073741824,2872.609294
50,/dev/sda,true,1000204886016,4096,1073741824,2873.439550
51,/dev/sda,true,1000204886016,4096,1073741824,2871.111204
52,/dev/sda,true,1000204886016,4096,1073741824,2877.021276
53,/dev/sda,true,1000204886016,4096,1073741824,2873.235854
54,/dev/sda,true,1000204886016,4096,1073741824,2874.795754
55,/dev/sda,true,1000204886016,4096,1073741824,2867.643571
56,/dev/sda,true,1000204886016,4096,1073741824,2871.150376
57,/dev/sda,true,1000204886016,4096,1073741824,2867.219050
58,/dev/sda,true,1000204886016,4096,1073741824,2866.459581
59,/dev/sda,true,1000204886016,4096,1073741824,2868.868680
60,/dev/sda,true,1000204886016,4096,1073741824,2873.221548
61,/dev/sda,true,1000204886016,4096,1073741824,2874.422497
62,/dev/sda,true,1000204886016,4096,1073741824,2873.105244
63,/dev/sda,true,1000204886016,4096,1073741824,2874.299110
64,/dev/sda,true,1000204886016,4096,1073741824,2874.421179
65,/dev/sda,true,1000204886016,4096,1073741824,2871.999439
66,/dev/sda,true,1000204886016,4096,1073741824,2865.727923
67,/dev/sda,true,1000204886016,4096,1073741824,2875.370621
68,/dev/sda,true,1000204886016,4096,1073741824,2871.804399
69,/dev/sda,true,1000204886016,4096,1073741824,2869.101902
70,/dev/sda,true,1000204886016,4096,1073741824,2877.098068
71,/dev/sda,true,1000204886016,4096,1073741824,2868.854312
72,/dev/sda,true,1000204886016,4096,1073741824,2881.885150
73,/dev/sda,true,1000204886016,4096,1073741824,2876.184413
74,/dev/sda,true,1000204886016,4096,1073741824,2868.090256
75,/dev/sda,true,1000204886016,4096,1073741824,2874.474396
76,/dev/sda,true,1000204886016,4096,1073741824,2867.595624
77,/dev/sda,true,1000204886016,4096,1073741824,2873.717993
78,/dev/sda,true,1000204886016,4096,1073741824,2872.018895
79,/dev/sda,true,1000204886016,4096,1073741824,2872.398787
80,/dev/sda,true,1000204886016,4096,1073741824,2871.937175
81,/dev/sda,true,1000204886016,4096,1073741824,2871.474651
82,/dev/sda,true,1000204886016,4096,1073741824,2873.169333
83,/dev/sda,true,1000204886016,4096,1073741824,2872.381851
84,/dev/sda,true,1000204886016,4096,1073741824,2877.986381
85,/dev/sda,true,1000204886016,4096,1073741824,2871.011158
86,/dev/sda,true,1000204886016,4096,1073741824,2875.481756
87,/dev/sda,true,1000204886016,4096,1073741824,2879.976068
88,/dev/sda,true,1000204886016,4096,1073741824,2868.320116
89,/dev/sda,true,1000204886016,4096,1073741824,2875.973641
90,/dev/sda,true,1000204886016,4096,1073741824,2877.764193
91,/dev/sda,true,1000204886016,4096,1073741824,2873.345715
92,/dev/sda,true,1000204886016,4096,1073741824,2866.733973
93,/dev/sda,true,1000204886016,4096,1073741824,2870.897236
94,/dev/sda,true,1000204886016,4096,1073741824,2868.848443
95,/dev/sda,true,1000204886016,4096,1073741824,2869.782803
96,/dev/sda,true,1000204886016,4096,1073741824,2879.838793
97,/dev/sda,true,1000204886016,4096,1073741824,2869.635690
98,/dev/sda,true,1000204886016,4096,1073741824,2873.092801
99,/dev/sda,true,1000204886016,4096,1073741824,2869.084972
0,/dev/sdb,true,500107862016,4096,1048576,2.712817
1,/dev/sdb,true,500107862016,4096,1048576,2.705774
2,/dev/sdb,true,500107862016,4096,1048576,2.710993
3,/dev/sdb,true,500107862016,4096,1048576,2.705744
4,/dev/sdb,true,500107862016,4096,1048576,2.710663
5,/dev/sdb,true,500107862016,4096,1048576,2.710172
6,/dev/sdb,true,500107862016,4096,1048576,2.708409
7,/dev/sdb,true,500107862016,4096,1048576,2.712266
8,/dev/sdb,true,500107862016,4096,1048576,2.708098
9,/dev/sdb,true,500107862016,4096,1048576,2.709692
10,/dev/sdb,true,500107862016,4096,1048576,2.710913
11,/dev/sdb,true,500107862016,4096,1048576,2.708910
12,/dev/sdb,true,500107862016,4096,1048576,2.749996
13,/dev/sdb,true,500107862016,4096,1048576,2.703861
14,/dev/sdb,true,500107862016,4096,1048576,2.751740
15,/dev/sdb,true,500107862016,4096,1048576,2.711414
16,/dev/sdb,true,500107862016,4096,1048576,2.712697
17,/dev/sdb,true,500107862016,4096,1048576,2.715823
18,/dev/sdb,true,500107862016,4096,1048576,2.712276
19,/dev/sdb,true,500107862016,4096,1048576,2.714189
20,/dev/sdb,true,500107862016,4096,1048576,2.745147
21,/dev/sdb,true,500107862016,4096,1048576,2.713909
22,/dev/sdb,true,500107862016,4096,1048576,2.710283
23,/dev/sdb,true,500107862016,4096,1048576,2.713558
24,/dev/sdb,true,500107862016,4096,1048576,2.707296
25,/dev/sdb,true,500107862016,4096,1048576,2.713809
26,/dev/sdb,true,500107862016,4096,1048576,2.712306
27,/dev/sdb,true,500107862016,4096,1048576,2.712697
28,/dev/sdb,true,500107862016,4096,1048576,2.711214
29,/dev/sdb,true,500107862016,4096,1048576,2.769383
30,/dev/sdb,true,500107862016,4096,1048576,2.727424
31,/dev/sdb,true,500107862016,4096,1048576,2.726011
32,/dev/sdb,true,500107862016,4096,1048576,2.714300
33,/dev/sdb,true,500107862016,4096,1048576,2.714109
34,/dev/sdb,true,500107862016,4096,1048576,2.719709
35,/dev/sdb,true,500107862016,4096,1048576,2.727124
36,/dev/sdb,true,500107862016,4096,1048576,2.727995
37,/dev/sdb,true,500107862016,4096,1048576,2.713288
38,/dev/sdb,true,500107862016,4096,1048576,2.715732
39,/dev/sdb,true,500107862016,4096,1048576,2.714290
40,/dev/sdb,true,500107862016,4096,1048576,2.699823
41,/dev/sdb,true,500107862016,4096,1048576,2.710142
42,/dev/sdb,true,500107862016,4096,1048576,2.706966
43,/dev/sdb,true,500107862016,4096,1048576,2.703259
44,/dev/sdb,true,500107862016,4096,1048576,2.708389
45,/dev/sdb,true,500107862016,4096,1048576,2.766528
46,/dev/sdb,true,500107862016,4096,1048576,2.704021
47,/dev/sdb,true,500107862016,4096,1048576,2.704090
48,/dev/sdb,true,500107862016,4096,1048576,2.713207
49,/dev/sdb,true,500107862016,4096,1048576,2.703670
50,/dev/sdb,true,500107862016,4096,1048576,2.714490
51,/dev/sdb,true,500107862016,4096,1048576,2.705353
52,/dev/sdb,true,500107862016,4096,1048576,2.699081
53,/dev/sdb,true,500107862016,4096,1048576,2.703169
54,/dev/sdb,true,500107862016,4096,1048576,2.706696
55,/dev/sdb,true,500107862016,4096,1048576,2.709089
56,/dev/sdb,true,500107862016,4096,1048576,2.706135
57,/dev/sdb,true,500107862016,4096,1048576,2.708138
58,/dev/sdb,true,500107862016,4096,1048576,2.741871
59,/dev/sdb,true,500107862016,4096,1048576,2.726272
60,/dev/sdb,true,500107862016,4096,1048576,2.706325
61,/dev/sdb,true,500107862016,4096,1048576,2.739427
62,/dev/sdb,true,500107862016,4096,1048576,2.709251
63,/dev/sdb,true,500107862016,4096,1048576,2.703299
64,/dev/sdb,true,500107862016,4096,1048576,2.708770
65,/dev/sdb,true,500107862016,4096,1048576,2.704992
66,/dev/sdb,true,500107862016,4096,1048576,2.724889
67,/dev/sdb,true,500107862016,4096,1048576,2.722906
68,/dev/sdb,true,500107862016,4096,1048576,2.724549
69,/dev/sdb,true,500107862016,4096,1048576,2.708569
70,/dev/sdb,true,500107862016,4096,1048576,2.710653
71,/dev/sdb,true,500107862016,4096,1048576,2.725861
72,/dev/sdb,true,500107862016,4096,1048576,2.703410
73,/dev/sdb,true,500107862016,4096,1048576,2.711604
74,/dev/sdb,true,500107862016,4096,1048576,2.704722
75,/dev/sdb,true,500107862016,4096,1048576,2.713068
76,/dev/sdb,true,500107862016,4096,1048576,2.714490
77,/dev/sdb,true,500107862016,4096,1048576,2.712837
78,/dev/sdb,true,500107862016,4096,1048576,2.713799
79,/dev/sdb,true,500107862016,4096,1048576,2.713808
80,/dev/sdb,true,500107862016,4096,1048576,2.728477
81,/dev/sdb,true,500107862016,4096,1048576,2.713979
82,/dev/sdb,true,500107862016,4096,1048576,2.712747
83,/dev/sdb,true,500107862016,4096,1048576,2.712647
84,/dev/sdb,true,500107862016,4096,1048576,2.704702
85,/dev/sdb,true,500107862016,4096,1048576,2.726272
86,/dev/sdb,true,500107862016,4096,1048576,2.705152
87,/dev/sdb,true,500107862016,4096,1048576,2.715061
88,/dev/sdb,true,500107862016,4096,1048576,2.715502
89,/dev/sdb,true,500107862016,4096,1048576,2.714780
90,/dev/sdb,true,500107862016,4096,1048576,2.712877
91,/dev/sdb,true,500107862016,4096,1048576,2.714650
92,/dev/sdb,true,500107862016,4096,1048576,2.726653
93,/dev/sdb,true,500107862016,4096,1048576,2.721333
94,/dev/sdb,true,500107862016,4096,1048576,2.712897
95,/dev/sdb,true,500107862016,4096,1048576,2.713137
96,/dev/sdb,true,500107862016,4096,1048576,2.711535
97,/dev/sdb,true,500107862016,4096,1048576,2.711394
98,/dev/sdb,true,500107862016,4096,1048576,2.708979
99,/dev/sdb,true,500107862016,4096,1048576,2.712837
0,/dev/sdb,true,500107862016,4096,10485760,27.263001
1,/dev/sdb,true,500107862016,4096,10485760,27.163224
2,/dev/sdb,true,500107862016,4096,10485760,27.151402
3,/dev/sdb,true,500107862016,4096,10485760,27.155019
4,/dev/sdb,true,500107862016,4096,10485760,27.142185
5,/dev/sdb,true,500107862016,4096,10485760,27.274082
6,/dev/sdb,true,500107862016,4096,10485760,27.147685
7,/dev/sdb,true,500107862016,4096,10485760,27.137706
8,/dev/sdb,true,500107862016,4096,10485760,27.234608
9,/dev/sdb,true,500107862016,4096,10485760,27.323133
10,/dev/sdb,true,500107862016,4096,10485760,27.189784
11,/dev/sdb,true,500107862016,4096,10485760,27.229759
12,/dev/sdb,true,500107862016,4096,10485760,27.137406
13,/dev/sdb,true,500107862016,4096,10485760,27.222936
14,/dev/sdb,true,500107862016,4096,10485760,27.203279
15,/dev/sdb,true,500107862016,4096,10485760,27.182470
16,/dev/sdb,true,500107862016,4096,10485760,27.241991
17,/dev/sdb,true,500107862016,4096,10485760,27.168044
18,/dev/sdb,true,500107862016,4096,10485760,27.183272
19,/dev/sdb,true,500107862016,4096,10485760,27.238695
20,/dev/sdb,true,500107862016,4096,10485760,27.128219
21,/dev/sdb,true,500107862016,4096,10485760,27.226583
22,/dev/sdb,true,500107862016,4096,10485760,27.157854
23,/dev/sdb,true,500107862016,4096,10485760,27.206014
24,/dev/sdb,true,500107862016,4096,10485760,27.142416
25,/dev/sdb,true,500107862016,4096,10485760,27.139510
26,/dev/sdb,true,500107862016,4096,10485760,27.133889
27,/dev/sdb,true,500107862016,4096,10485760,27.184274
28,/dev/sdb,true,500107862016,4096,10485760,27.177481
29,/dev/sdb,true,500107862016,4096,10485760,27.245679
30,/dev/sdb,true,500107862016,4096,10485760,27.147856
31,/dev/sdb,true,500107862016,4096,10485760,27.145441
32,/dev/sdb,true,500107862016,4096,10485760,27.196196
33,/dev/sdb,true,500107862016,4096,10485760,27.149909
34,/dev/sdb,true,500107862016,4096,10485760,27.269974
35,/dev/sdb,true,500107862016,4096,10485760,27.187690
36,/dev/sdb,true,500107862016,4096,10485760,27.174044
37,/dev/sdb,true,500107862016,4096,10485760,27.285383
38,/dev/sdb,true,500107862016,4096,10485760,27.274082
39,/dev/sdb,true,500107862016,4096,10485760,27.183743
40,/dev/sdb,true,500107862016,4096,10485760,27.170568
41,/dev/sdb,true,500107862016,4096,10485760,27.152094
42,/dev/sdb,true,500107862016,4096,10485760,27.187780
43,/dev/sdb,true,500107862016,4096,10485760,27.198410
44,/dev/sdb,true,500107862016,4096,10485760,27.160910
45,/dev/sdb,true,500107862016,4096,10485760,27.225741
46,/dev/sdb,true,500107862016,4096,10485760,27.181419
47,/dev/sdb,true,500107862016,4096,10485760,27.128469
48,/dev/sdb,true,500107862016,4096,10485760,27.224308
49,/dev/sdb,true,500107862016,4096,10485760,27.158165
50,/dev/sdb,true,500107862016,4096,10485760,27.174466
51,/dev/sdb,true,500107862016,4096,10485760,27.154287
52,/dev/sdb,true,500107862016,4096,10485760,27.208359
53,/dev/sdb,true,500107862016,4096,10485760,27.270785
54,/dev/sdb,true,500107862016,4096,10485760,27.206014
55,/dev/sdb,true,500107862016,4096,10485760,27.173324
56,/dev/sdb,true,500107862016,4096,10485760,27.156512
57,/dev/sdb,true,500107862016,4096,10485760,27.215732
58,/dev/sdb,true,500107862016,4096,10485760,27.169797
59,/dev/sdb,true,500107862016,4096,10485760,27.197379
60,/dev/sdb,true,500107862016,4096,10485760,27.247742
61,/dev/sdb,true,500107862016,4096,10485760,27.212146
62,/dev/sdb,true,500107862016,4096,10485760,27.241180
63,/dev/sdb,true,500107862016,4096,10485760,27.207447
64,/dev/sdb,true,500107862016,4096,10485760,27.145851
65,/dev/sdb,true,500107862016,4096,10485760,27.141453
66,/dev/sdb,true,500107862016,4096,10485760,27.165980
67,/dev/sdb,true,500107862016,4096,10485760,27.296264
68,/dev/sdb,true,500107862016,4096,10485760,27.142014
69,/dev/sdb,true,500107862016,4096,10485760,27.154849
70,/dev/sdb,true,500107862016,4096,10485760,27.234638
71,/dev/sdb,true,500107862016,4096,10485760,27.126666
72,/dev/sdb,true,500107862016,4096,10485760,27.137977
73,/dev/sdb,true,500107862016,4096,10485760,27.130273
74,/dev/sdb,true,500107862016,4096,10485760,27.120174
75,/dev/sdb,true,500107862016,4096,10485760,27.203560
76,/dev/sdb,true,500107862016,4096,10485760,27.196356
77,/dev/sdb,true,500107862016,4096,10485760,27.159006
78,/dev/sdb,true,500107862016,4096,10485760,27.177411
79,/dev/sdb,true,500107862016,4096,10485760,27.200394
80,/dev/sdb,true,500107862016,4096,10485760,27.213698
81,/dev/sdb,true,500107862016,4096,10485760,27.125293
82,/dev/sdb,true,500107862016,4096,10485760,27.236792
83,/dev/sdb,true,500107862016,4096,10485760,27.134410
84,/dev/sdb,true,500107862016,4096,10485760,27.177000
85,/dev/sdb,true,500107862016,4096,10485760,27.163716
86,/dev/sdb,true,500107862016,4096,10485760,27.126495
87,/dev/sdb,true,500107862016,4096,10485760,27.143177
88,/dev/sdb,true,500107862016,4096,10485760,27.214590
89,/dev/sdb,true,500107862016,4096,10485760,27.187209
90,/dev/sdb,true,500107862016,4096,10485760,27.193490
91,/dev/sdb,true,500107862016,4096,10485760,27.167543
92,/dev/sdb,true,500107862016,4096,10485760,27.253043
93,/dev/sdb,true,500107862016,4096,10485760,27.167452
94,/dev/sdb,true,500107862016,4096,10485760,27.202969
95,/dev/sdb,true,500107862016,4096,10485760,27.207707
96,/dev/sdb,true,500107862016,4096,10485760,27.266988
97,/dev/sdb,true,500107862016,4096,10485760,27.256579
98,/dev/sdb,true,500107862016,4096,10485760,27.238054
99,/dev/sdb,true,500107862016,4096,10485760,27.322903
0,/dev/sdb,true,500107862016,4096,104857600,272.681097
1,/dev/sdb,true,500107862016,4096,104857600,272.978885
2,/dev/sdb,true,500107862016,4096,104857600,272.883575
3,/dev/sdb,true,500107862016,4096,104857600,272.935914
4,/dev/sdb,true,500107862016,4096,104857600,272.760105
5,/dev/sdb,true,500107862016,4096,104857600,272.892823
6,/dev/sdb,true,500107862016,4096,104857600,272.700092
7,/dev/sdb,true,500107862016,4096,104857600,272.861565
8,/dev/sdb,true,500107862016,4096,104857600,272.836337
9,/dev/sdb,true,500107862016,4096,104857600,272.725450
10,/dev/sdb,true,500107862016,4096,104857600,272.808585
11,/dev/sdb,true,500107862016,4096,104857600,273.091866
12,/dev/sdb,true,500107862016,4096,104857600,272.750186
13,/dev/sdb,true,500107862016,4096,104857600,272.970088
14,/dev/sdb,true,500107862016,4096,104857600,273.184780
15,/dev/sdb,true,500107862016,4096,104857600,272.706495
16,/dev/sdb,true,500107862016,4096,104857600,272.881833
17,/dev/sdb,true,500107862016,4096,104857600,272.847589
18,/dev/sdb,true,500107862016,4096,104857600,272.832681
19,/dev/sdb,true,500107862016,4096,104857600,272.738404
20,/dev/sdb,true,500107862016,4096,104857600,272.765335
21,/dev/sdb,true,500107862016,4096,104857600,272.832420
22,/dev/sdb,true,500107862016,4096,104857600,273.068462
23,/dev/sdb,true,500107862016,4096,104857600,272.805961
24,/dev/sdb,true,500107862016,4096,104857600,272.853260
25,/dev/sdb,true,500107862016,4096,104857600,272.677621
26,/dev/sdb,true,500107862016,4096,104857600,272.889908
27,/dev/sdb,true,500107862016,4096,104857600,272.766526
28,/dev/sdb,true,500107862016,4096,104857600,272.702888
29,/dev/sdb,true,500107862016,4096,104857600,272.680175
30,/dev/sdb,true,500107862016,4096,104857600,272.716604
31,/dev/sdb,true,500107862016,4096,104857600,272.628118
32,/dev/sdb,true,500107862016,4096,104857600,272.802595
33,/dev/sdb,true,500107862016,4096,104857600,272.644108
34,/dev/sdb,true,500107862016,4096,104857600,272.758202
35,/dev/sdb,true,500107862016,4096,104857600,272.867195
36,/dev/sdb,true,500107862016,4096,104857600,273.506291
37,/dev/sdb,true,500107862016,4096,104857600,272.499548
38,/dev/sdb,true,500107862016,4096,104857600,273.032284
39,/dev/sdb,true,500107862016,4096,104857600,273.001808
40,/dev/sdb,true,500107862016,4096,104857600,272.628609
41,/dev/sdb,true,500107862016,4096,104857600,272.788839
42,/dev/sdb,true,500107862016,4096,104857600,272.844553
43,/dev/sdb,true,500107862016,4096,104857600,272.861605
44,/dev/sdb,true,500107862016,4096,104857600,272.402336
45,/dev/sdb,true,500107862016,4096,104857600,272.615645
46,/dev/sdb,true,500107862016,4096,104857600,272.807323
47,/dev/sdb,true,500107862016,4096,104857600,273.001587
48,/dev/sdb,true,500107862016,4096,104857600,272.687559
49,/dev/sdb,true,500107862016,4096,104857600,272.772468
50,/dev/sdb,true,500107862016,4096,104857600,272.938700
51,/dev/sdb,true,500107862016,4096,104857600,272.725891
52,/dev/sdb,true,500107862016,4096,104857600,272.717806
53,/dev/sdb,true,500107862016,4096,104857600,272.616356
54,/dev/sdb,true,500107862016,4096,104857600,272.667943
55,/dev/sdb,true,500107862016,4096,104857600,272.454143
56,/dev/sdb,true,500107862016,4096,104857600,272.994944
57,/dev/sdb,true,500107862016,4096,104857600,272.655870
58,/dev/sdb,true,500107862016,4096,104857600,272.771787
59,/dev/sdb,true,500107862016,4096,104857600,272.671309
60,/dev/sdb,true,500107862016,4096,104857600,272.874780
61,/dev/sdb,true,500107862016,4096,104857600,272.773110
62,/dev/sdb,true,500107862016,4096,104857600,272.226446
63,/dev/sdb,true,500107862016,4096,104857600,271.724909
64,/dev/sdb,true,500107862016,4096,104857600,271.722624
65,/dev/sdb,true,500107862016,4096,104857600,272.015673
66,/dev/sdb,true,500107862016,4096,104857600,271.946733
67,/dev/sdb,true,500107862016,4096,104857600,271.913571
68,/dev/sdb,true,500107862016,4096,104857600,271.772748
69,/dev/sdb,true,500107862016,4096,104857600,271.802583
70,/dev/sdb,true,500107862016,4096,104857600,271.932387
71,/dev/sdb,true,500107862016,4096,104857600,271.798176
72,/dev/sdb,true,500107862016,4096,104857600,272.574248
73,/dev/sdb,true,500107862016,4096,104857600,272.760276
74,/dev/sdb,true,500107862016,4096,104857600,272.696025
75,/dev/sdb,true,500107862016,4096,104857600,272.751740
76,/dev/sdb,true,500107862016,4096,104857600,272.750958
77,/dev/sdb,true,500107862016,4096,104857600,272.890169
78,/dev/sdb,true,500107862016,4096,104857600,272.827461
79,/dev/sdb,true,500107862016,4096,104857600,272.061257
80,/dev/sdb,true,500107862016,4096,104857600,271.820457
81,/dev/sdb,true,500107862016,4096,104857600,272.522892
82,/dev/sdb,true,500107862016,4096,104857600,273.045910
83,/dev/sdb,true,500107862016,4096,104857600,272.921718
84,/dev/sdb,true,500107862016,4096,104857600,272.851427
85,/dev/sdb,true,500107862016,4096,104857600,272.953277
86,/dev/sdb,true,500107862016,4096,104857600,272.959528
87,/dev/sdb,true,500107862016,4096,104857600,272.781065
88,/dev/sdb,true,500107862016,4096,104857600,272.200719
89,/dev/sdb,true,500107862016,4096,104857600,271.649628
90,/dev/sdb,true,500107862016,4096,104857600,271.965569
91,/dev/sdb,true,500107862016,4096,104857600,271.753963
92,/dev/sdb,true,500107862016,4096,104857600,271.761176
93,/dev/sdb,true,500107862016,4096,104857600,271.869258
94,/dev/sdb,true,500107862016,4096,104857600,271.961431
95,/dev/sdb,true,500107862016,4096,104857600,271.677390
96,/dev/sdb,true,500107862016,4096,104857600,271.956863
97,/dev/sdb,true,500107862016,4096,104857600,271.810829
98,/dev/sdb,true,500107862016,4096,104857600,271.806671
99,/dev/sdb,true,500107862016,4096,104857600,271.760866
0,/dev/sdb,true,500107862016,4096,1073741824,2790.316157
1,/dev/sdb,true,500107862016,4096,1073741824,2788.692760
2,/dev/sdb,true,500107862016,4096,1073741824,2790.245167
3,/dev/sdb,true,500107862016,4096,1073741824,2792.274415
4,/dev/sdb,true,500107862016,4096,1073741824,2795.540779
5,/dev/sdb,true,500107862016,4096,1073741824,2789.623426
6,/dev/sdb,true,500107862016,4096,1073741824,2795.546362
7,/dev/sdb,true,500107862016,4096,1073741824,2793.712039
8,/dev/sdb,true,500107862016,4096,1073741824,2802.085902
9,/dev/sdb,true,500107862016,4096,1073741824,2790.782569
10,/dev/sdb,true,500107862016,4096,1073741824,2793.704809
